Category,Audience,Name,Channel,Enabled,Document,Recipient Type,Recipient Field / Role,Day,Trigger,Attachment,Sending Conditions,Implementation,Subject,Current Message (plain text)
Dunning,Customer / Lead,AI SaaS - Lembrete 3,Email,1,Sales Invoice,Customer,TO: contact_email; CC: billing contacts of the Customer,+7 from posting_date,"Daily scheduler, Days After posting_date",Print: Fatura (MZ),doc.subscription and doc.outstanding_amount > 0 and doc.is_return == 0,Frappe Notification (fixture),Último Dia: Factura {{ doc.name }} vence hoje — MozEconomia Cloud,"Prezado(a) {{ doc.contact_display or doc.customer_name }}, Hoje é o último dia para pagamento da factura {{ doc.name }} (vencimento: {{ frappe.format_date(doc.due_date) }}). Valor a Pagar: {{ frappe.format_value(doc.outstanding_amount, {""fieldtype"": ""Currency"", ""currency"": doc.currency}) }} A partir de amanhã a factura fica em atraso. O serviço continua disponível — regularize nos próximos dias e envie-nos o comprovativo. Transferência Bancária — ABSA Moçambique | NIB: 000200151510200470737 | Referência: {{ doc.name }} E-Mola — +258 87 4444 645 | Referência: {{ doc.name }} Envie-nos o comprovativo por WhatsApp (+258 87 4444 645) ou escreva-nos para contacto@mozeconomia.co.mz — confirmaremos de imediato. Com os melhores cumprimentos, Equipa MozEconomia Cloud"
Dunning,Customer / Lead,AI SaaS - SMS Atraso 7 dias,SMS,1,Sales Invoice,Customer,TO: contact_mobile,+7 from due_date,"Daily scheduler, Days After due_date",No,doc.subscription and doc.outstanding_amount > 0 and not doc.is_return and doc.contact_mobile,Frappe Notification (fixture),SMS Atraso 7 dias,"MozEconomia Cloud: a factura {{ doc.name }} ({{ frappe.utils.fmt_money(doc.outstanding_amount, currency=doc.currency) }}) esta em atraso ha 7 dias. Sem pagamento, o acesso e suspenso a {{ frappe.utils.formatdate(frappe.utils.add_days(doc.due_date, 33), ""dd-MM-yyyy"") }}. Ref. {{ doc.name }}. WhatsApp 87 4444 645"
Dunning,Customer / Lead,AI SaaS - Aviso de Atraso 15 dias,Email,1,Sales Invoice,Customer,TO: contact_email; CC: billing contacts of the Customer,+15 from due_date,"Daily scheduler, Days After due_date",Print: Fatura (MZ),doc.subscription and doc.outstanding_amount > 0 and doc.is_return == 0,Frappe Notification (fixture),Factura {{ doc.name }} em atraso há 15 dias — faltam 18 dias para a suspensão,"Prezado(a) {{ doc.contact_display or doc.customer_name }}, A factura {{ doc.name }} venceu a {{ frappe.format_date(doc.due_date) }} — há 15 dias — e ainda não registámos qualquer pagamento. Valor em Dívida: {{ frappe.format_value(doc.outstanding_amount, {""fieldtype"": ""Currency"", ""currency"": doc.currency}) }} Vencimento: {{ frappe.format_date(doc.due_date) }} Sem regularização, o acesso à sua conta MozEconomia Cloud será suspenso em {{ frappe.format_date(frappe.utils.add_days(doc.due_date, 33)) }} — 33 dias após o vencimento. Até lá o serviço continua disponível, e os seus dados ficam sempre intactos. Restam 18 dias antes da suspensão do acesso. Efectue o pagamento e envie-nos o comprovativo — se houver alguma dificuldade, diga-nos: encontramos uma solução: Transferência Bancária — ABSA Moçambique | NIB: 000200151510200470737 | Referência: {{ doc.name }} E-Mola — +258 87 4444 645 | Referência: {{ doc.name }} WhatsApp: +258 87 4444 645 | Email: contacto@mozeconomia.co.mz Após a confirmação do pagamento nada muda: o serviço continua sem interrupção. Com os melhores cumprimentos, Equipa MozEconomia Cloud"
Dunning,Customer / Lead,AI SaaS - Aviso de Suspensão em 3 dias,Email,1,Sales Invoice,Customer,TO: contact_email; CC: billing contacts of the Customer,+30 from due_date,"Daily scheduler, Days After due_date",No,doc.subscription and doc.outstanding_amount > 0 and doc.is_return == 0,Frappe Notification (fixture),Aviso: suspensão do acesso em 3 dias (factura {{ doc.name }}),"Prezado(a) {{ doc.contact_display or doc.customer_name }}, A factura {{ doc.name }} venceu a {{ frappe.format_date(doc.due_date) }} e continua por regularizar. Valor em Dívida: {{ frappe.format_value(doc.outstanding_amount, {""fieldtype"": ""Currency"", ""currency"": doc.currency}) }} Vencimento: {{ frappe.format_date(doc.due_date) }} Sem regularização, o acesso à sua conta MozEconomia Cloud será suspenso em {{ frappe.format_date(frappe.utils.add_days(doc.due_date, 33)) }} — daqui a 3 dias . Os seus dados permanecem intactos durante a suspensão, e o pagamento repõe o acesso integralmente. Para evitar a suspensão, efectue o pagamento hoje e envie-nos o comprovativo. Se já pagou, basta responder a este email com o comprovativo. Os seus dados ficam intactos em qualquer caso — mas depois da suspensão o acesso só volta com o pagamento, e 30 dias mais tarde a conta é arquivada. Transferência Bancária — ABSA Moçambique | NIB: 000200151510200470737 | Referência: {{ doc.name }} E-Mola — +258 87 4444 645 | Referência: {{ doc.name }} WhatsApp: +258 87 4444 645 | Email: contacto@mozeconomia.co.mz Após a confirmação do pagamento, a suspensão é cancelada e o serviço continua sem interrupção. Com os melhores cumprimentos, Equipa MozEconomia Cloud"
Dunning,Customer / Lead,AI SaaS - SMS Suspensão em 3 dias,SMS,1,Sales Invoice,Customer,TO: contact_mobile,+30 from due_date,"Daily scheduler, Days After due_date",No,doc.subscription and doc.outstanding_amount > 0 and not doc.is_return and doc.contact_mobile,Frappe Notification (fixture),SMS Suspensão em 3 dias,"MozEconomia Cloud: a conta sera suspensa em 3 dias ({{ frappe.utils.formatdate(frappe.utils.add_days(doc.due_date, 33), ""dd-MM-yyyy"") }}) por falta de pagamento da factura {{ doc.name }} ({{ frappe.utils.fmt_money(doc.outstanding_amount, currency=doc.currency) }}). Pague hoje e envie o comprovativo: WhatsApp 87 4444 645"
Dunning,Internal (MozEconomia),AI SaaS - Escalação Comercial,Email,1,Sales Invoice,Internal,Role: Sales Manager,+7 from posting_date,"Daily scheduler, Days After posting_date",No,doc.subscription and doc.outstanding_amount > 0 and doc.is_return == 0,Frappe Notification (fixture),[ESCALAÇÃO D+7] {{ doc.customer_name }} — Factura {{ doc.name }} vence hoje,"Escalação Comercial — Último Dia de Pagamento (D+7) O cliente {{ doc.customer_name }} tem a factura {{ doc.name }} a vencer hoje , sem pagamento confirmado. Cliente: {{ doc.customer_name }} Factura: {{ doc.name }} Valor em Dívida: {{ frappe.format_value(doc.outstanding_amount, {""fieldtype"": ""Currency"", ""currency"": doc.currency}) }} Data Limite: {{ frappe.format_date(doc.due_date) }} Subscrição: {{ doc.subscription }} Acção necessária: contactar o cliente ainda hoje. A partir de amanhã a factura fica em atraso. A suspensão automática só acontece 33 dias após o vencimento ({{ frappe.format_date(frappe.utils.add_days(doc.due_date, 33)) }}); até lá o cliente recebe os lembretes e o aviso de desativação."
Suspension / archive,Customer / Lead,MozEconomia Cloud - Conta Arquivada,Email,1,Contract,Customer,TO: Contract.contact_email; fallback Customer.email_id,0,tenant_lifecycle.archive() — daily engine rule 3 after grace_days_to_archive,No,Backup verified and drop-site completed,Email Template rendered from code (saas/lifecycle_mail.py; seeded by install.ensure_email_templates),A conta MozEconomia Cloud da {{ customer_name }} foi arquivada,"{{ greeting }} A conta da {{ customer_name }} em {{ site_name }} esteve suspensa desde {{ suspended_on }} e foi arquivada hoje. Antes de a desligar fizemos uma cópia de segurança completa de todos os dados — facturas, clientes, artigos, documentos anexados. Nada se perdeu. Guardamos essa cópia durante 12 meses . Dentro desse prazo, responda a este email ou fale connosco pelo WhatsApp: a nossa equipa restaura a conta a partir da cópia e a {{ customer_name }} continua exactamente de onde parou. Responda a este email ou fale connosco: cloud@mozeconomia.co.mz · WhatsApp +258 87 4444 645 {{ signature }}"
Suspension / archive,Customer / Lead,MozEconomia Cloud - Conta Reactivada,Email,1,Contract,Customer,TO: Contract.contact_email; fallback Customer.email_id,0,"tenant_lifecycle.reactivate() — MZ Overdue Review 'Reactivate', or /activar signing a suspended trial",No,Maintenance mode lifted,Email Template rendered from code (saas/lifecycle_mail.py; seeded by install.ensure_email_templates),A conta MozEconomia Cloud da {{ customer_name }} está de volta,"{{ greeting }} A conta da {{ customer_name }} em {{ site_name }} foi reactivada e já está acessível. Tudo o que registou está lá, tal como o deixou. Entrar na minha conta O período experimental foi prolongado até {{ new_trial_end or trial_end }} . Active a conta antes dessa data e não volta a haver interrupção: activar agora . O seu plano {{ plan }} está activo e as facturas continuam a chegar a este email. Responda a este email ou fale connosco: cloud@mozeconomia.co.mz · WhatsApp +258 87 4444 645 {{ signature }}"
Suspension / archive,Customer / Lead,MozEconomia Cloud - Conta Suspensa,Email,1,Contract,Customer,TO: Contract.contact_email; fallback Customer.email_id,0,"tenant_lifecycle.suspend() — daily engine rule 1 (trial expired, cause=trial), rule 2 (invoice overdue, cause=overdue) or MZ Overdue Review (cause=overdue)",No,Site actually put in maintenance mode (never in dry-run),Email Template rendered from code (saas/lifecycle_mail.py; seeded by install.ensure_email_templates),A conta MozEconomia Cloud da {{ customer_name }} foi suspensa,"{{ greeting }} O acesso à conta da {{ customer_name }} em {{ site_name }} foi suspenso hoje porque o período experimental terminou em {{ trial_end }} sem activação. por falta de pagamento da factura {{ invoice }} ({{ outstanding }} , vencida em {{ due_date }} ) . . Os seus dados estão intactos. Facturas, clientes, artigos, stock — tudo fica exactamente como o deixou. Nada foi apagado. Para voltar a trabalhar basta activar a conta: o acesso é reposto de imediato e a facturação só começa no dia em que activar. Activar e continuar de onde parei Para repor o acesso, regularize a factura em atraso — o acesso volta no próprio dia do pagamento. Se já pagou, responda a este email com o comprovativo e tratamos de imediato. Para repor o acesso, responda a este email ou fale connosco pelo WhatsApp. Importante: se a conta permanecer suspensa durante {{ grace_days }} dias será arquivada. Guardamos uma cópia de segurança completa, mas o acesso directo deixa de existir e o restauro passa a ser feito pela nossa equipa. Responda a este email ou fale connosco: cloud@mozeconomia.co.mz · WhatsApp +258 87 4444 645 {{ signature }}"
Suspension / archive,Internal (MozEconomia),Resumo diário: motor de ciclo de vida,Email,1,Contract,Internal,"TO: MZ SaaS Settings.ops_alert_recipients (fallback: Administrator email, else contacto@mozeconomia.co.mz)",daily,tenant_lifecycle daily run (dry-run or live),No,Only when at least one action was taken/planned,notify_ops (saas/tenant_lifecycle.py),[MozEconomia Cloud] Motor de ciclo de vida ({{ mode }}): {{ n }} acção(ões),List of suspend / archive / opportunity-lost actions per contract.
Internal alerts,Internal (MozEconomia),Alerta: sinal sem responsável,Email,1,Opportunity,Internal,"TO: MZ SaaS Settings.ops_alert_recipients (fallback: Administrator email, else contacto@mozeconomia.co.mz)",0,create_sales_todo with no assignee and no default_sales_user,No,Neither Opportunity._assign nor default_sales_user set,frappe.sendmail from code (saas/alerts.notify_ops),[MozEconomia Cloud] Sinal comercial sem responsável: {{ marker }} {{ opportunity }},{{ description }} Defina 'Comercial por Omissão' em MZ SaaS Settings ou atribua a Oportunidade.
